Iteration 0: Weight 0; Strategy Change = 0.131378
Iteration 1194: Weight 1181.32; Strategy Change = 2.44727e-10
Iteration 1195: Weight 1182.32; Strategy Change = 2.4412e-10
Iteration 1196: Weight 1183.31; Strategy Change = 2.43514e-10
Iteration 1197: Weight 1184.31; Strategy Change = 2.4291e-10
Iteration 1198: Weight 1185.31; Strategy Change = 2.42308e-10
Iteration 1199: Weight 1186.31; Strategy Change = 2.41709e-10
Iteration 1200: Weight 1187.31; Strategy Change = 2.41111e-10
Iteration 1201: Weight 1188.31; Strategy Change = 2.40515e-10
Iteration 1202: Weight 1189.3; Strategy Change = 2.39921e-10
Iteration 1203: Weight 1190.3; Strategy Change = 2.39329e-10
Iteration 1204: Weight 1191.3; Strategy Change = 2.38739e-10
Iteration 1205: Weight 1192.3; Strategy Change = 2.38151e-10
Iteration 1206: Weight 1193.3; Strategy Change = 2.37565e-10
Iteration 1207: Weight 1194.3; Strategy Change = 2.36981e-10
Iteration 1208: Weight 1195.29; Strategy Change = 2.36399e-10
Iteration 1209: Weight 1196.29; Strategy Change = 2.35819e-10
Iteration 1210: Weight 1197.29; Strategy Change = 2.3524e-10
Iteration 1211: Weight 1198.29; Strategy Change = 2.34664e-10
Iteration 1212: Weight 1199.29; Strategy Change = 2.34089e-10
Iteration 1213: Weight 1200.29; Strategy Change = 2.33516e-10
Iteration 1214: Weight 1201.28; Strategy Change = 2.32945e-10
Iteration 1215: Weight 1202.28; Strategy Change = 2.32376e-10
Iteration 1216: Weight 1203.28; Strategy Change = 2.31809e-10
Iteration 1217: Weight 1204.28; Strategy Change = 2.31244e-10
Iteration 1218: Weight 1205.28; Strategy Change = 2.3068e-10
Iteration 1219: Weight 1206.28; Strategy Change = 2.30118e-10
Iteration 1220: Weight 1207.27; Strategy Change = 2.29559e-10
Iteration 1221: Weight 1208.27; Strategy Change = 2.29e-10
Iteration 1222: Weight 1209.27; Strategy Change = 2.28444e-10
Iteration 1223: Weight 1210.27; Strategy Change = 2.2789e-10
Iteration 1224: Weight 1211.27; Strategy Change = 2.27337e-10
Iteration 1225: Weight 1212.27; Strategy Change = 2.26786e-10
Iteration 1226: Weight 1213.26; Strategy Change = 2.26237e-10
Iteration 1227: Weight 1214.26; Strategy Change = 2.2569e-10
Iteration 1228: Weight 1215.26; Strategy Change = 2.25144e-10
Iteration 1229: Weight 1216.26; Strategy Change = 2.24601e-10
Iteration 1230: Weight 1217.26; Strategy Change = 2.24059e-10
Iteration 1231: Weight 1218.26; Strategy Change = 2.23518e-10
Iteration 1232: Weight 1219.25; Strategy Change = 2.2298e-10
Iteration 1233: Weight 1220.25; Strategy Change = 2.22443e-10
Iteration 1234: Weight 1221.25; Strategy Change = 2.21908e-10
Iteration 1235: Weight 1222.25; Strategy Change = 2.21375e-10
Iteration 1236: Weight 1223.25; Strategy Change = 2.20843e-10
Iteration 1237: Weight 1224.25; Strategy Change = 2.20313e-10
Iteration 1238: Weight 1225.24; Strategy Change = 2.19785e-10
Iteration 1239: Weight 1226.24; Strategy Change = 2.19258e-10
Iteration 1240: Weight 1227.24; Strategy Change = 2.18733e-10
Iteration 1241: Weight 1228.24; Strategy Change = 2.1821e-10
Iteration 1242: Weight 1229.24; Strategy Change = 2.17688e-10
Iteration 1243: Weight 1230.24; Strategy Change = 2.17168e-10
Iteration 1244: Weight 1231.24; Strategy Change = 2.1665e-10
Iteration 1245: Weight 1232.23; Strategy Change = 2.16134e-10
Iteration 1246: Weight 1233.23; Strategy Change = 2.15619e-10
Iteration 1247: Weight 1234.23; Strategy Change = 2.15105e-10
Iteration 1248: Weight 1235.23; Strategy Change = 2.14594e-10
Iteration 1249: Weight 1236.23; Strategy Change = 2.14084e-10
Iteration 1250: Weight 1237.23; Strategy Change = 2.13575e-10
Iteration 1251: Weight 1238.22; Strategy Change = 2.13068e-10
Iteration 1252: Weight 1239.22; Strategy Change = 2.12563e-10
Iteration 1253: Weight 1240.22; Strategy Change = 2.1206e-10
Iteration 1254: Weight 1241.22; Strategy Change = 2.11558e-10
Iteration 1255: Weight 1242.22; Strategy Change = 2.11057e-10
Iteration 1256: Weight 1243.22; Strategy Change = 2.10558e-10
Iteration 1257: Weight 1244.21; Strategy Change = 2.10061e-10
Iteration 1258: Weight 1245.21; Strategy Change = 2.09565e-10
Iteration 1259: Weight 1246.21; Strategy Change = 2.09071e-10
Iteration 1260: Weight 1247.21; Strategy Change = 2.08578e-10
Iteration 1261: Weight 1248.21; Strategy Change = 2.08087e-10
Iteration 1262: Weight 1249.21; Strategy Change = 2.07598e-10
Iteration 1263: Weight 1250.2; Strategy Change = 2.0711e-10
Iteration 1264: Weight 1251.2; Strategy Change = 2.06623e-10
Iteration 1265: Weight 1252.2; Strategy Change = 2.06138e-10
Iteration 1266: Weight 1253.2; Strategy Change = 2.05655e-10
Iteration 1267: Weight 1254.2; Strategy Change = 2.05173e-10
Iteration 1268: Weight 1255.2; Strategy Change = 2.04693e-10
Iteration 1269: Weight 1256.2; Strategy Change = 2.04214e-10
Iteration 1270: Weight 1257.19; Strategy Change = 2.03736e-10
Iteration 1271: Weight 1258.19; Strategy Change = 2.0326e-10
Iteration 1272: Weight 1259.19; Strategy Change = 2.02786e-10
Iteration 1273: Weight 1260.19; Strategy Change = 2.02313e-10
Iteration 1274: Weight 1261.19; Strategy Change = 2.01841e-10
Iteration 1275: Weight 1262.19; Strategy Change = 2.01371e-10
Iteration 1276: Weight 1263.18; Strategy Change = 2.00903e-10
Iteration 1277: Weight 1264.18; Strategy Change = 2.00436e-10
Iteration 1278: Weight 1265.18; Strategy Change = 1.9997e-10
Iteration 1279: Weight 1266.18; Strategy Change = 1.99506e-10
Iteration 1280: Weight 1267.18; Strategy Change = 1.99043e-10
Iteration 1281: Weight 1268.18; Strategy Change = 1.98582e-10
Iteration 1282: Weight 1269.18; Strategy Change = 1.98122e-10
Iteration 1283: Weight 1270.17; Strategy Change = 1.97663e-10
Iteration 1284: Weight 1271.17; Strategy Change = 1.97206e-10
Iteration 1285: Weight 1272.17; Strategy Change = 1.9675e-10
Iteration 1286: Weight 1273.17; Strategy Change = 1.96296e-10
Iteration 1287: Weight 1274.17; Strategy Change = 1.95843e-10
Iteration 1288: Weight 1275.17; Strategy Change = 1.95392e-10
Iteration 1289: Weight 1276.16; Strategy Change = 1.94941e-10
Iteration 1290: Weight 1277.16; Strategy Change = 1.94493e-10
Iteration 1291: Weight 1278.16; Strategy Change = 1.94045e-10
Iteration 1292: Weight 1279.16; Strategy Change = 1.93599e-10
Iteration 1293: Weight 1280.16; Strategy Change = 1.93155e-10
Iteration 1294: Weight 1281.16; Strategy Change = 1.92712e-10
Iteration 1295: Weight 1282.15; Strategy Change = 1.9227e-10
Iteration 1296: Weight 1283.15; Strategy Change = 1.91829e-10
Iteration 1297: Weight 1284.15; Strategy Change = 1.9139e-10
Iteration 1298: Weight 1285.15; Strategy Change = 1.90952e-10
Iteration 1299: Weight 1286.15; Strategy Change = 1.90516e-10
Iteration 1300: Weight 1287.15; Strategy Change = 1.9008e-10
Iteration 1301: Weight 1288.15; Strategy Change = 1.89646e-10
Iteration 1302: Weight 1289.14; Strategy Change = 1.89214e-10
Iteration 1303: Weight 1290.14; Strategy Change = 1.88783e-10
Iteration 1304: Weight 1291.14; Strategy Change = 1.88353e-10
Iteration 1305: Weight 1292.14; Strategy Change = 1.87924e-10
Iteration 1306: Weight 1293.14; Strategy Change = 1.87497e-10
Iteration 1307: Weight 1294.14; Strategy Change = 1.87071e-10
Iteration 1308: Weight 1295.13; Strategy Change = 1.86646e-10
Iteration 1309: Weight 1296.13; Strategy Change = 1.86223e-10
Iteration 1310: Weight 1297.13; Strategy Change = 1.858e-10
Iteration 1311: Weight 1298.13; Strategy Change = 1.8538e-10
Iteration 1312: Weight 1299.13; Strategy Change = 1.8496e-10
Iteration 1313: Weight 1300.13; Strategy Change = 1.84542e-10
Iteration 1314: Weight 1301.13; Strategy Change = 1.84125e-10
Iteration 1315: Weight 1302.12; Strategy Change = 1.83709e-10
Iteration 1316: Weight 1303.12; Strategy Change = 1.83294e-10
Iteration 1317: Weight 1304.12; Strategy Change = 1.82881e-10
Iteration 1318: Weight 1305.12; Strategy Change = 1.82469e-10
Iteration 1319: Weight 1306.12; Strategy Change = 1.82058e-10
Iteration 1320: Weight 1307.12; Strategy Change = 1.81648e-10
Iteration 1321: Weight 1308.12; Strategy Change = 1.8124e-10
Iteration 1322: Weight 1309.11; Strategy Change = 1.80833e-10
Iteration 1323: Weight 1310.11; Strategy Change = 1.80427e-10
Iteration 1324: Weight 1311.11; Strategy Change = 1.80022e-10
Iteration 1325: Weight 1312.11; Strategy Change = 1.79618e-10
Iteration 1326: Weight 1313.11; Strategy Change = 1.79216e-10
Iteration 1327: Weight 1314.11; Strategy Change = 1.78815e-10
Iteration 1328: Weight 1315.1; Strategy Change = 1.78415e-10
Iteration 1329: Weight 1316.1; Strategy Change = 1.78016e-10
Iteration 1330: Weight 1317.1; Strategy Change = 1.77619e-10
Iteration 1331: Weight 1318.1; Strategy Change = 1.77222e-10
Iteration 1332: Weight 1319.1; Strategy Change = 1.76827e-10
Iteration 1333: Weight 1320.1; Strategy Change = 1.76433e-10
Iteration 1334: Weight 1321.1; Strategy Change = 1.7604e-10
Iteration 1335: Weight 1322.09; Strategy Change = 1.75649e-10
Iteration 1336: Weight 1323.09; Strategy Change = 1.75258e-10
Iteration 1337: Weight 1324.09; Strategy Change = 1.74869e-10
Iteration 1338: Weight 1325.09; Strategy Change = 1.74481e-10
Iteration 1339: Weight 1326.09; Strategy Change = 1.74094e-10
Iteration 1340: Weight 1327.09; Strategy Change = 1.73708e-10
Iteration 1341: Weight 1328.09; Strategy Change = 1.73323e-10
Iteration 1342: Weight 1329.08; Strategy Change = 1.72939e-10
Iteration 1343: Weight 1330.08; Strategy Change = 1.72557e-10
Iteration 1344: Weight 1331.08; Strategy Change = 1.72176e-10
Iteration 1345: Weight 1332.08; Strategy Change = 1.71795e-10
Iteration 1346: Weight 1333.08; Strategy Change = 1.71416e-10
Iteration 1347: Weight 1334.08; Strategy Change = 1.71038e-10
Iteration 1348: Weight 1335.07; Strategy Change = 1.70661e-10
Iteration 1349: Weight 1336.07; Strategy Change = 1.70285e-10
Iteration 1350: Weight 1337.07; Strategy Change = 1.69911e-10
Iteration 1351: Weight 1338.07; Strategy Change = 1.69537e-10
Iteration 1352: Weight 1339.07; Strategy Change = 1.69165e-10
Iteration 1353: Weight 1340.07; Strategy Change = 1.68793e-10
Iteration 1354: Weight 1341.07; Strategy Change = 1.68423e-10
Iteration 1355: Weight 1342.06; Strategy Change = 1.68054e-10
Iteration 1356: Weight 1343.06; Strategy Change = 1.67686e-10
Iteration 1357: Weight 1344.06; Strategy Change = 1.67319e-10
Iteration 1358: Weight 1345.06; Strategy Change = 1.66953e-10
Iteration 1359: Weight 1346.06; Strategy Change = 1.66588e-10
Iteration 1360: Weight 1347.06; Strategy Change = 1.66224e-10
Iteration 1361: Weight 1348.06; Strategy Change = 1.65861e-10
Iteration 1362: Weight 1349.05; Strategy Change = 1.65499e-10
Iteration 1363: Weight 1350.05; Strategy Change = 1.65138e-10
Iteration 1364: Weight 1351.05; Strategy Change = 1.64779e-10
Iteration 1365: Weight 1352.05; Strategy Change = 1.6442e-10
Iteration 1366: Weight 1353.05; Strategy Change = 1.64063e-10
Iteration 1367: Weight 1354.05; Strategy Change = 1.63706e-10
Iteration 1368: Weight 1355.05; Strategy Change = 1.63351e-10
Iteration 1369: Weight 1356.04; Strategy Change = 1.62996e-10
Iteration 1370: Weight 1357.04; Strategy Change = 1.62643e-10
Iteration 1371: Weight 1358.04; Strategy Change = 1.6229e-10
Iteration 1372: Weight 1359.04; Strategy Change = 1.61939e-10
Iteration 1373: Weight 1360.04; Strategy Change = 1.61588e-10
Iteration 1374: Weight 1361.04; Strategy Change = 1.61239e-10
Iteration 1375: Weight 1362.04; Strategy Change = 1.60891e-10
Iteration 1376: Weight 1363.03; Strategy Change = 1.60543e-10
Iteration 1377: Weight 1364.03; Strategy Change = 1.60197e-10
Iteration 1378: Weight 1365.03; Strategy Change = 1.59851e-10
Iteration 1379: Weight 1366.03; Strategy Change = 1.59507e-10
Iteration 1380: Weight 1367.03; Strategy Change = 1.59164e-10
Iteration 1381: Weight 1368.03; Strategy Change = 1.58821e-10
Iteration 1382: Weight 1369.03; Strategy Change = 1.5848e-10
Iteration 1383: Weight 1370.02; Strategy Change = 1.58139e-10
Iteration 1384: Weight 1371.02; Strategy Change = 1.578e-10
Iteration 1385: Weight 1372.02; Strategy Change = 1.57461e-10
Iteration 1386: Weight 1373.02; Strategy Change = 1.57124e-10
Iteration 1387: Weight 1374.02; Strategy Change = 1.56787e-10
Iteration 1388: Weight 1375.02; Strategy Change = 1.56452e-10
Iteration 1389: Weight 1376.01; Strategy Change = 1.56117e-10
Iteration 1390: Weight 1377.01; Strategy Change = 1.55783e-10
Iteration 1391: Weight 1378.01; Strategy Change = 1.55451e-10
Iteration 1392: Weight 1379.01; Strategy Change = 1.55119e-10
Iteration 1393: Weight 1380.01; Strategy Change = 1.54788e-10
Iteration 1394: Weight 1381.01; Strategy Change = 1.54458e-10
Iteration 1395: Weight 1382.01; Strategy Change = 1.54129e-10
Iteration 1396: Weight 1383; Strategy Change = 1.53801e-10
Iteration 1397: Weight 1384; Strategy Change = 1.53474e-10
Iteration 1398: Weight 1385; Strategy Change = 1.53148e-10
Iteration 1399: Weight 1386; Strategy Change = 1.52822e-10
Iteration 1400: Weight 1387; Strategy Change = 1.52498e-10
Iteration 1401: Weight 1388; Strategy Change = 1.52175e-10
Iteration 1402: Weight 1389; Strategy Change = 1.51852e-10
Iteration 1403: Weight 1389.99; Strategy Change = 1.5153e-10
Iteration 1404: Weight 1390.99; Strategy Change = 1.5121e-10
Iteration 1405: Weight 1391.99; Strategy Change = 1.5089e-10
Iteration 1406: Weight 1392.99; Strategy Change = 1.50571e-10
Iteration 1407: Weight 1393.99; Strategy Change = 1.50253e-10
Iteration 1408: Weight 1394.99; Strategy Change = 1.49936e-10
Iteration 1409: Weight 1395.99; Strategy Change = 1.4962e-10
Iteration 1410: Weight 1396.98; Strategy Change = 1.49304e-10
Iteration 1411: Weight 1397.98; Strategy Change = 1.4899e-10
Iteration 1412: Weight 1398.98; Strategy Change = 1.48676e-10
Iteration 1413: Weight 1399.98; Strategy Change = 1.48364e-10
Iteration 1414: Weight 1400.98; Strategy Change = 1.48052e-10
Iteration 1415: Weight 1401.98; Strategy Change = 1.47741e-10
Iteration 1416: Weight 1402.98; Strategy Change = 1.47431e-10
Iteration 1417: Weight 1403.98; Strategy Change = 1.47122e-10
Iteration 1418: Weight 1404.97; Strategy Change = 1.46814e-10
Iteration 1419: Weight 1405.97; Strategy Change = 1.46506e-10
Iteration 1420: Weight 1406.97; Strategy Change = 1.462e-10
Iteration 1421: Weight 1407.97; Strategy Change = 1.45894e-10
Iteration 1422: Weight 1408.97; Strategy Change = 1.45589e-10
Iteration 1423: Weight 1409.97; Strategy Change = 1.45285e-10
Iteration 1424: Weight 1410.97; Strategy Change = 1.44982e-10
Iteration 1425: Weight 1411.96; Strategy Change = 1.44679e-10
Iteration 1426: Weight 1412.96; Strategy Change = 1.44378e-10
Iteration 1427: Weight 1413.96; Strategy Change = 1.44077e-10
Iteration 1428: Weight 1414.96; Strategy Change = 1.43777e-10
Iteration 1429: Weight 1415.96; Strategy Change = 1.43478e-10
Iteration 1430: Weight 1416.96; Strategy Change = 1.4318e-10
Iteration 1431: Weight 1417.96; Strategy Change = 1.42883e-10
Iteration 1432: Weight 1418.95; Strategy Change = 1.42586e-10
Iteration 1433: Weight 1419.95; Strategy Change = 1.42291e-10
Iteration 1434: Weight 1420.95; Strategy Change = 1.41996e-10
Iteration 1435: Weight 1421.95; Strategy Change = 1.41702e-10
Iteration 1436: Weight 1422.95; Strategy Change = 1.41408e-10
Iteration 1437: Weight 1423.95; Strategy Change = 1.41116e-10
Iteration 1438: Weight 1424.95; Strategy Change = 1.40824e-10
Iteration 1439: Weight 1425.94; Strategy Change = 1.40533e-10
Iteration 1440: Weight 1426.94; Strategy Change = 1.40243e-10
Iteration 1441: Weight 1427.94; Strategy Change = 1.39954e-10
Iteration 1442: Weight 1428.94; Strategy Change = 1.39666e-10
Iteration 1443: Weight 1429.94; Strategy Change = 1.39378e-10
Iteration 1444: Weight 1430.94; Strategy Change = 1.39091e-10
Iteration 1445: Weight 1431.94; Strategy Change = 1.38805e-10
Iteration 1446: Weight 1432.93; Strategy Change = 1.3852e-10
Iteration 1447: Weight 1433.93; Strategy Change = 1.38235e-10
Iteration 1448: Weight 1434.93; Strategy Change = 1.37951e-10
Iteration 1449: Weight 1435.93; Strategy Change = 1.37668e-10
Iteration 1450: Weight 1436.93; Strategy Change = 1.37386e-10
Iteration 1451: Weight 1437.93; Strategy Change = 1.37105e-10
Iteration 1452: Weight 1438.93; Strategy Change = 1.36824e-10
Iteration 1453: Weight 1439.92; Strategy Change = 1.36544e-10
Iteration 1454: Weight 1440.92; Strategy Change = 1.36265e-10
Iteration 1455: Weight 1441.92; Strategy Change = 1.35987e-10
Iteration 1456: Weight 1442.92; Strategy Change = 1.35709e-10
Iteration 1457: Weight 1443.92; Strategy Change = 1.35432e-10
Iteration 1458: Weight 1444.92; Strategy Change = 1.35156e-10
Iteration 1459: Weight 1445.92; Strategy Change = 1.34881e-10
Iteration 1460: Weight 1446.92; Strategy Change = 1.34606e-10
Iteration 1461: Weight 1447.91; Strategy Change = 1.34333e-10
Iteration 1462: Weight 1448.91; Strategy Change = 1.34059e-10
Iteration 1463: Weight 1449.91; Strategy Change = 1.33787e-10
Iteration 1464: Weight 1450.91; Strategy Change = 1.33515e-10
Iteration 1465: Weight 1451.91; Strategy Change = 1.33245e-10
Iteration 1466: Weight 1452.91; Strategy Change = 1.32974e-10
Iteration 1467: Weight 1453.91; Strategy Change = 1.32705e-10
Iteration 1468: Weight 1454.9; Strategy Change = 1.32436e-10
Iteration 1469: Weight 1455.9; Strategy Change = 1.32168e-10
Iteration 1470: Weight 1456.9; Strategy Change = 1.31901e-10
Iteration 1471: Weight 1457.9; Strategy Change = 1.31634e-10
Iteration 1472: Weight 1458.9; Strategy Change = 1.31369e-10
Iteration 1473: Weight 1459.9; Strategy Change = 1.31103e-10
Iteration 1474: Weight 1460.9; Strategy Change = 1.30839e-10
Iteration 1475: Weight 1461.89; Strategy Change = 1.30575e-10
Iteration 1476: Weight 1462.89; Strategy Change = 1.30312e-10
Iteration 1477: Weight 1463.89; Strategy Change = 1.3005e-10
Iteration 1478: Weight 1464.89; Strategy Change = 1.29789e-10
Iteration 1479: Weight 1465.89; Strategy Change = 1.29528e-10
Iteration 1480: Weight 1466.89; Strategy Change = 1.29268e-10
Iteration 1481: Weight 1467.89; Strategy Change = 1.29008e-10
Iteration 1482: Weight 1468.89; Strategy Change = 1.28749e-10
Iteration 1483: Weight 1469.88; Strategy Change = 1.28491e-10
Iteration 1484: Weight 1470.88; Strategy Change = 1.28234e-10
Iteration 1485: Weight 1471.88; Strategy Change = 1.27977e-10
Iteration 1486: Weight 1472.88; Strategy Change = 1.27721e-10
Iteration 1487: Weight 1473.88; Strategy Change = 1.27466e-10
